id,make,model,year,price,features,stock,image,description
V09040,Ford,Escape,2021,146770,"Ventilated Seats,Cruise Control,Power Tailgate,Wireless Charging,4WD,Sunroof,Automatic Parking,7 Seater",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9418700.jpg,The 2021 Ford Escape is a reliable vehicle perfect for daily commute.
V09041,Kia,Model 9,2020,64643,"Air Suspension,4WD,Keyless Entry,Push Start,Leather Seats,LED Headlights,Electric",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8652023.jpg,The 2020 Kia Model 9 is a reliable vehicle perfect for city driving.
V09042,Hyundai,Model 7,2020,288701,"Bluetooth,Leather Seats,Keyless Entry,Eco Mode,Hybrid,AWD,Sunroof,Android Auto,Blind Spot Monitor,Air Suspension,Ventilated Seats,Premium Sound,Cruise Control,360 Camera",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1182307.jpg,The 2020 Hyundai Model 7 is a premium vehicle perfect for city driving.
V09043,Tesla,Model S,2022,371927,"Sport Mode,LED Headlights,Keyless Entry,Wireless Charging,Lane Assist,Ambient Lighting,Panoramic Roof,Turbo,Apple CarPlay,Android Auto,Automatic Parking,V8 Engine,Power Tailgate",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4550466.jpg,The 2022 Tesla Model S is a premium vehicle perfect for long trips.
V09044,Ford,Edge,2021,136452,"Bluetooth,Eco Mode,Keyless Entry,Rear Camera,Turbo",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9103243.jpg,The 2021 Ford Edge is a reliable vehicle perfect for off-road adventures.
V09045,Mercedes,S-Class,2020,245801,"Power Tailgate,Eco Mode,Electric,Adaptive Cruise,7 Seater,Leather Seats,Navigation,AWD,Heated Seats,Push Start,Keyless Entry,Premium Sound,Cruise Control,Apple CarPlay",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2153630.jpg,The 2020 Mercedes S-Class is a sporty vehicle perfect for long trips.
V09046,Hyundai,Model 1,2024,136172,"Ventilated Seats,Air Suspension,AWD,Hybrid,360 Camera,V6 Engine,Wireless Charging",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7512606.jpg,The 2024 Hyundai Model 1 is a reliable vehicle perfect for city driving.
V09047,Mazda,Model 3,2023,65364,"Heated Seats,Bluetooth,Rear Camera,Apple CarPlay,Premium Sound,Keyless Entry,Lane Assist,Power Tailgate,V8 Engine,Sport Mode,Turbo,Automatic Parking,Wireless Charging,Navigation,Ventilated Seats",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4616274.jpg,The 2023 Mazda Model 3 is a sporty vehicle perfect for off-road adventures.
V09048,Toyota,Corolla,2020,222897,"Adaptive Cruise,Leather Seats,LED Headlights,Hybrid,Sport Mode,Automatic Parking,Panoramic Roof,Cruise Control,Air Suspension,Sunroof,Premium Sound",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4259956.jpg,The 2020 Toyota Corolla is a reliable vehicle perfect for city driving.
V09049,Nissan,Patrol,2022,191368,"Bluetooth,Turbo,Parking Sensors,V6 Engine,Eco Mode,AWD,Navigation,Air Suspension,Sunroof,Rear Camera,360 Camera,Premium Sound,Android Auto",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7624914.jpg,The 2022 Nissan Patrol is a sporty vehicle perfect for off-road adventures.
V09050,Chevrolet,Model 2,2023,120485,"Electric,Turbo,360 Camera,Leather Seats,Push Start,Panoramic Roof,Ambient Lighting,Lane Assist,Rear Camera,Adaptive Cruise,Parking Sensors,V6 Engine,Heated Seats",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8583199.jpg,The 2023 Chevrolet Model 2 is a luxury vehicle perfect for daily commute.
V09051,Kia,Model 4,2021,237216,"Panoramic Roof,Turbo,Lane Assist,Power Tailgate,360 Camera,Hybrid,V6 Engine",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3818928.jpg,The 2021 Kia Model 4 is a reliable vehicle perfect for long trips.
V09052,Mercedes,S-Class,2022,323557,"Apple CarPlay,Bluetooth,AWD,Turbo,Sport Mode,360 Camera,Parking Sensors",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5460976.jpg,The 2022 Mercedes S-Class is a family-friendly vehicle perfect for daily commute.
V09053,Porsche,Model 1,2021,365665,"Hybrid,Electric,Wireless Charging,Turbo,Android Auto,4WD,Bluetooth,Navigation,Eco Mode,Parking Sensors,Panoramic Roof,Power Tailgate,Rear Camera",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9748950.jpg,The 2021 Porsche Model 1 is a luxury vehicle perfect for city driving.
V09054,Kia,Model 5,2022,115891,"360 Camera,V6 Engine,Premium Sound,Leather Seats,Electric,Cruise Control,Heated Seats",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1335875.jpg,The 2022 Kia Model 5 is a reliable vehicle perfect for city driving.
V09055,Porsche,Model 3,2025,494142,"Automatic Parking,LED Headlights,7 Seater,Air Suspension,Eco Mode,Electric,Parking Sensors,Ventilated Seats,Hybrid,Sunroof,Navigation,Blind Spot Monitor",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4985774.jpg,The 2025 Porsche Model 3 is a luxury vehicle perfect for city driving.
V09056,Tesla,Model S,2020,266359,"Adaptive Cruise,Premium Sound,V6 Engine,AWD,Sunroof,Heated Seats,Blind Spot Monitor,Parking Sensors,Rear Camera,Cruise Control,Keyless Entry,Wireless Charging,Ambient Lighting",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1365437.jpg,The 2020 Tesla Model S is a family-friendly vehicle perfect for daily commute.
V09057,Subaru,Model 6,2022,110711,"Hybrid,Keyless Entry,Sunroof,Apple CarPlay,Automatic Parking,Adaptive Cruise,Eco Mode,Power Tailgate",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6602166.jpg,The 2022 Subaru Model 6 is a family-friendly vehicle perfect for long trips.
V09058,Porsche,Model 3,2020,208437,"Electric,Hybrid,Apple CarPlay,Panoramic Roof,360 Camera,Premium Sound,Power Tailgate,Android Auto,Ambient Lighting",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5759341.jpg,The 2020 Porsche Model 3 is a luxury vehicle perfect for daily commute.
V09059,Tesla,Model 3,2024,364336,"Push Start,AWD,Electric,360 Camera,4WD,Bluetooth,Apple CarPlay,Ventilated Seats,Ambient Lighting,Android Auto,Leather Seats,7 Seater,Heated Seats,Panoramic Roof,Automatic Parking",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5959057.jpg,The 2024 Tesla Model 3 is a premium vehicle perfect for daily commute.
V09060,Subaru,Model 7,2020,65078,"Electric,Ambient Lighting,Keyless Entry,Sport Mode,7 Seater,Parking Sensors,Rear Camera,Automatic Parking,Android Auto,Apple CarPlay,Panoramic Roof",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5107085.jpg,The 2020 Subaru Model 7 is a luxury vehicle perfect for city driving.
V09061,Nissan,Patrol,2024,180940,"Heated Seats,Leather Seats,Electric,4WD,Push Start,V8 Engine,Cruise Control,Sport Mode",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9975756.jpg,The 2024 Nissan Patrol is a premium vehicle perfect for city driving.
V09062,Tesla,Model 3,2022,419366,"Panoramic Roof,Apple CarPlay,V6 Engine,Adaptive Cruise,Ventilated Seats",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3910160.jpg,The 2022 Tesla Model 3 is a family-friendly vehicle perfect for city driving.
V09063,Mitsubishi,Model 4,2025,105843,"Sport Mode,Leather Seats,Ambient Lighting,Adaptive Cruise,V6 Engine,4WD,Lane Assist,Keyless Entry,Air Suspension,LED Headlights",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5261497.jpg,The 2025 Mitsubishi Model 4 is a luxury vehicle perfect for off-road adventures.
V09064,Mazda,Model 7,2025,278099,"360 Camera,Sport Mode,Hybrid,Bluetooth,Air Suspension,Automatic Parking,Turbo,Android Auto",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1787734.jpg,The 2025 Mazda Model 7 is a premium vehicle perfect for city driving.
V09065,Land Rover,Evoque,2021,396319,"Hybrid,7 Seater,Electric,Leather Seats,Panoramic Roof,Premium Sound",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8363032.jpg,The 2021 Land Rover Evoque is a luxury vehicle perfect for daily commute.
V09066,Mazda,Model 2,2023,289716,"Automatic Parking,Apple CarPlay,7 Seater,Adaptive Cruise,Lane Assist,AWD,Air Suspension",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6629561.jpg,The 2023 Mazda Model 2 is a reliable vehicle perfect for off-road adventures.
V09067,Nissan,Maxima,2023,102185,"LED Headlights,Apple CarPlay,Sport Mode,Electric,Sunroof,Ambient Lighting,4WD,Turbo,Premium Sound,Navigation,360 Camera,Adaptive Cruise,Automatic Parking,Push Start",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2607214.jpg,The 2023 Nissan Maxima is a sporty vehicle perfect for city driving.
V09068,BMW,7 Series,2022,523310,"Parking Sensors,Bluetooth,Automatic Parking,Keyless Entry,Heated Seats,Leather Seats,Hybrid,Rear Camera",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7353648.jpg,The 2022 BMW 7 Series is a premium vehicle perfect for off-road adventures.
V09069,Subaru,Model 5,2022,98283,"Ambient Lighting,Lane Assist,Apple CarPlay,Bluetooth,Premium Sound,Eco Mode,Heated Seats,Power Tailgate,Cruise Control,Leather Seats,AWD,Sunroof,Blind Spot Monitor,V6 Engine,Sport Mode",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9675900.jpg,The 2022 Subaru Model 5 is a luxury vehicle perfect for off-road adventures.
V09070,Porsche,Model 2,2021,526308,"Adaptive Cruise,Keyless Entry,Cruise Control,Wireless Charging,Sunroof,Leather Seats,Turbo,Navigation,Parking Sensors,4WD",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8076595.jpg,The 2021 Porsche Model 2 is a reliable vehicle perfect for off-road adventures.
V09071,Toyota,Hilux,2020,120208,"Electric,Ventilated Seats,Sunroof,7 Seater,Navigation,V6 Engine",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7520321.jpg,The 2020 Toyota Hilux is a sporty vehicle perfect for daily commute.
V09072,Volkswagen,Model 5,2020,54828,"Power Tailgate,Rear Camera,Cruise Control,Panoramic Roof,AWD,7 Seater,4WD,Parking Sensors,360 Camera,Sunroof,Eco Mode,Ambient Lighting,Apple CarPlay,Air Suspension",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2729877.jpg,The 2020 Volkswagen Model 5 is a luxury vehicle perfect for daily commute.
V09073,BMW,7 Series,2021,334895,"Android Auto,Rear Camera,LED Headlights,Ambient Lighting,Cruise Control,Navigation,Turbo,Lane Assist,Leather Seats,Wireless Charging",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2754979.jpg,The 2021 BMW 7 Series is a family-friendly vehicle perfect for off-road adventures.
V09074,Mitsubishi,Model 1,2025,205366,"Sport Mode,360 Camera,Premium Sound,AWD,Hybrid,Blind Spot Monitor,Sunroof,Turbo,Ambient Lighting,Android Auto,Push Start,Parking Sensors",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9529738.jpg,The 2025 Mitsubishi Model 1 is a sporty vehicle perfect for city driving.
V09075,Land Rover,Defender,2025,429776,"Power Tailgate,Sunroof,Hybrid,Ventilated Seats,Automatic Parking,Panoramic Roof,Navigation,7 Seater",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2780025.jpg,The 2025 Land Rover Defender is a family-friendly vehicle perfect for daily commute.
V09076,Chevrolet,Model 10,2022,62809,"Turbo,7 Seater,Adaptive Cruise,V8 Engine,V6 Engine,Power Tailgate,Sunroof,Lane Assist,Rear Camera,Bluetooth,Electric,4WD,Eco Mode,Android Auto",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9408178.jpg,The 2022 Chevrolet Model 10 is a premium vehicle perfect for long trips.
V09077,Volkswagen,Model 10,2025,98619,"Sunroof,7 Seater,Electric,Turbo,Ambient Lighting,360 Camera,Heated Seats,Ventilated Seats,Push Start,Panoramic Roof,Power Tailgate",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7249920.jpg,The 2025 Volkswagen Model 10 is a family-friendly vehicle perfect for long trips.
V09078,Honda,Civic,2023,178246,"Bluetooth,Electric,Ambient Lighting,Blind Spot Monitor,AWD,Wireless Charging,Navigation,V6 Engine",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7898478.jpg,The 2023 Honda Civic is a family-friendly vehicle perfect for city driving.
V09079,BMW,7 Series,2025,269200,"Blind Spot Monitor,Apple CarPlay,Leather Seats,AWD,Ambient Lighting,Cruise Control,Air Suspension,Power Tailgate,Keyless Entry,Lane Assist,Heated Seats,Eco Mode",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2194228.jpg,The 2025 BMW 7 Series is a luxury vehicle perfect for off-road adventures.
V09080,Honda,Pilot,2023,109474,"Navigation,Panoramic Roof,Automatic Parking,Rear Camera,AWD,Leather Seats,Android Auto,Premium Sound,Push Start",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6133440.jpg,The 2023 Honda Pilot is a sporty vehicle perfect for off-road adventures.
V09081,BMW,7 Series,2021,364308,"Blind Spot Monitor,Premium Sound,V6 Engine,Sport Mode,Hybrid,V8 Engine,Keyless Entry,360 Camera,Bluetooth",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1501887.jpg,The 2021 BMW 7 Series is a family-friendly vehicle perfect for daily commute.
V09082,Porsche,Model 9,2022,518877,"Eco Mode,V6 Engine,Bluetooth,Apple CarPlay,Push Start,Keyless Entry,Parking Sensors,Hybrid,Electric,360 Camera,Sport Mode,Panoramic Roof",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6583712.jpg,The 2022 Porsche Model 9 is a family-friendly vehicle perfect for long trips.
V09083,Ford,Expedition,2022,220960,"Bluetooth,Ventilated Seats,Turbo,Keyless Entry,Electric,Cruise Control,Sunroof,Rear Camera",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8964979.jpg,The 2022 Ford Expedition is a premium vehicle perfect for daily commute.
V09084,Honda,Civic,2024,71122,"Panoramic Roof,Android Auto,Parking Sensors,Blind Spot Monitor,Air Suspension",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8978694.jpg,The 2024 Honda Civic is a sporty vehicle perfect for long trips.
V09085,Kia,Model 7,2020,270355,"Apple CarPlay,Keyless Entry,Wireless Charging,Ventilated Seats,Push Start,Power Tailgate,V6 Engine,Leather Seats,Sunroof,Electric,LED Headlights,Adaptive Cruise,Heated Seats,V8 Engine",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8438858.jpg,The 2020 Kia Model 7 is a family-friendly vehicle perfect for long trips.
V09086,Tesla,Model S,2020,408460,"Panoramic Roof,Push Start,V8 Engine,Adaptive Cruise,V6 Engine,Hybrid,Android Auto,Rear Camera,Heated Seats,Navigation",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4594941.jpg,The 2020 Tesla Model S is a luxury vehicle perfect for long trips.
V09087,Kia,Model 9,2024,247434,"Electric,Sunroof,Bluetooth,Leather Seats,Automatic Parking,Turbo,Push Start,Cruise Control,Wireless Charging,Rear Camera,Eco Mode,Hybrid,7 Seater,Apple CarPlay",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3638269.jpg,The 2024 Kia Model 9 is a family-friendly vehicle perfect for city driving.
V09088,Hyundai,Model 9,2021,245026,"Air Suspension,Android Auto,AWD,Ambient Lighting,Cruise Control,Wireless Charging",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8351208.jpg,The 2021 Hyundai Model 9 is a luxury vehicle perfect for daily commute.
V09089,Porsche,Model 4,2021,596887,"Ventilated Seats,Parking Sensors,Lane Assist,V8 Engine,Cruise Control,Bluetooth,Rear Camera,Hybrid,Apple CarPlay",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2503308.jpg,The 2021 Porsche Model 4 is a family-friendly vehicle perfect for daily commute.
V09090,Tesla,Model 3,2022,587343,"Leather Seats,Panoramic Roof,Sunroof,7 Seater,Hybrid,Push Start",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4464654.jpg,The 2022 Tesla Model 3 is a reliable vehicle perfect for daily commute.
V09091,Ford,Edge,2021,276515,"Wireless Charging,Eco Mode,Electric,Hybrid,Ambient Lighting,Air Suspension,Automatic Parking,Cruise Control,Rear Camera",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8111801.jpg,The 2021 Ford Edge is a premium vehicle perfect for city driving.
V09092,Kia,Model 9,2023,88599,"Eco Mode,Navigation,Automatic Parking,Premium Sound,Ventilated Seats,360 Camera,Panoramic Roof,Apple CarPlay,Air Suspension,Ambient Lighting,Leather Seats,Lane Assist,Keyless Entry",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8259155.jpg,The 2023 Kia Model 9 is a luxury vehicle perfect for city driving.
V09093,Tesla,Model Y,2024,254483,"Premium Sound,Wireless Charging,Electric,Apple CarPlay,Sunroof,Ventilated Seats,360 Camera,Parking Sensors",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2042384.jpg,The 2024 Tesla Model Y is a family-friendly vehicle perfect for long trips.
V09094,Chevrolet,Model 6,2023,189491,"360 Camera,7 Seater,Leather Seats,Sunroof,Automatic Parking,4WD,Power Tailgate,AWD,Android Auto,V8 Engine,Electric",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2175235.jpg,The 2023 Chevrolet Model 6 is a premium vehicle perfect for off-road adventures.
V09095,Jaguar,Model 2,2025,271653,"V8 Engine,Parking Sensors,Rear Camera,Wireless Charging,Turbo,Ventilated Seats,Keyless Entry,Panoramic Roof,Adaptive Cruise,Bluetooth,360 Camera,Automatic Parking,Sunroof,Ambient Lighting",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5360525.jpg,The 2025 Jaguar Model 2 is a luxury vehicle perfect for off-road adventures.
V09096,Kia,Model 7,2022,57948,"Apple CarPlay,Ventilated Seats,Heated Seats,Parking Sensors,Ambient Lighting,Automatic Parking,V8 Engine,Cruise Control,4WD",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4566039.jpg,The 2022 Kia Model 7 is a luxury vehicle perfect for daily commute.
V09097,Mercedes,S-Class,2020,576387,"Panoramic Roof,360 Camera,Apple CarPlay,AWD,Leather Seats,Electric,Turbo,Android Auto",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6132039.jpg,The 2020 Mercedes S-Class is a luxury vehicle perfect for daily commute.
V09098,Volkswagen,Model 7,2024,68287,"Rear Camera,Adaptive Cruise,Panoramic Roof,Lane Assist,LED Headlights",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8635433.jpg,The 2024 Volkswagen Model 7 is a premium vehicle perfect for off-road adventures.
V09099,Chevrolet,Model 4,2024,74931,"LED Headlights,Electric,Eco Mode,360 Camera,Hybrid,V8 Engine",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9087205.jpg,The 2024 Chevrolet Model 4 is a luxury vehicle perfect for long trips.
V09100,BMW,X7,2021,386526,"Electric,Navigation,Apple CarPlay,7 Seater,Hybrid,Turbo,Sport Mode,Adaptive Cruise,Power Tailgate,Sunroof,Rear Camera",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5135615.jpg,The 2021 BMW X7 is a reliable vehicle perfect for city driving.
V09101,Nissan,Altima,2023,187554,"Adaptive Cruise,Push Start,Keyless Entry,360 Camera,Eco Mode,Electric,Bluetooth",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6460059.jpg,The 2023 Nissan Altima is a premium vehicle perfect for long trips.
V09102,Mazda,Model 2,2025,73007,"Leather Seats,Blind Spot Monitor,V6 Engine,Rear Camera,Electric,Navigation,Air Suspension,AWD,360 Camera,Adaptive Cruise",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3306916.jpg,The 2025 Mazda Model 2 is a sporty vehicle perfect for city driving.
V09103,Mercedes,S-Class,2023,232229,"Ventilated Seats,V6 Engine,Heated Seats,Keyless Entry,Apple CarPlay,Cruise Control",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3816498.jpg,The 2023 Mercedes S-Class is a luxury vehicle perfect for city driving.
V09104,Nissan,Pathfinder,2021,131957,"Air Suspension,Apple CarPlay,Ventilated Seats,Automatic Parking,Blind Spot Monitor,4WD,Rear Camera,Bluetooth,Android Auto,Heated Seats,Premium Sound,V6 Engine",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3456104.jpg,The 2021 Nissan Pathfinder is a reliable vehicle perfect for city driving.
V09105,Audi,A4,2023,514710,"360 Camera,Ambient Lighting,Parking Sensors,Adaptive Cruise,V6 Engine,Navigation,Air Suspension,Sport Mode,Panoramic Roof,Push Start",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3509231.jpg,The 2023 Audi A4 is a premium vehicle perfect for off-road adventures.
V09106,Porsche,Model 2,2025,533845,"Navigation,Leather Seats,Lane Assist,Adaptive Cruise,Eco Mode,7 Seater,Ventilated Seats,Bluetooth,Sunroof,Wireless Charging,Push Start,V8 Engine,Turbo",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5788767.jpg,The 2025 Porsche Model 2 is a family-friendly vehicle perfect for daily commute.
V09107,Chevrolet,Model 1,2022,210849,"AWD,360 Camera,Rear Camera,Heated Seats,Ventilated Seats,Wireless Charging,Power Tailgate",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8276698.jpg,The 2022 Chevrolet Model 1 is a family-friendly vehicle perfect for daily commute.
V09108,Subaru,Model 3,2022,299066,"Parking Sensors,Wireless Charging,Automatic Parking,Turbo,Heated Seats,Leather Seats,Premium Sound,Panoramic Roof,Sport Mode,Power Tailgate,Adaptive Cruise,AWD,Ventilated Seats,7 Seater,Keyless Entry",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2743832.jpg,The 2022 Subaru Model 3 is a family-friendly vehicle perfect for city driving.
V09109,Mazda,Model 1,2021,185967,"4WD,Ventilated Seats,7 Seater,Cruise Control,Rear Camera,Leather Seats,Blind Spot Monitor,Apple CarPlay,Sport Mode,Navigation",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6079534.jpg,The 2021 Mazda Model 1 is a family-friendly vehicle perfect for off-road adventures.
V09110,Jaguar,Model 6,2021,73679,"Push Start,Air Suspension,Heated Seats,Bluetooth,Rear Camera,Premium Sound,AWD",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1574188.jpg,The 2021 Jaguar Model 6 is a luxury vehicle perfect for long trips.
V09111,Volkswagen,Model 6,2020,233830,"360 Camera,7 Seater,Hybrid,Sunroof,AWD,Bluetooth,Rear Camera,Panoramic Roof,Adaptive Cruise,Lane Assist,4WD,Premium Sound,Android Auto",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1122855.jpg,The 2020 Volkswagen Model 6 is a luxury vehicle perfect for off-road adventures.
V09112,Hyundai,Model 9,2022,209176,"Ambient Lighting,Android Auto,Eco Mode,Adaptive Cruise,Hybrid,Panoramic Roof,Power Tailgate,Sunroof,Sport Mode,Blind Spot Monitor,Leather Seats,7 Seater,Heated Seats,Premium Sound",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8761857.jpg,The 2022 Hyundai Model 9 is a premium vehicle perfect for long trips.
V09113,Subaru,Model 2,2021,242131,"LED Headlights,Automatic Parking,V8 Engine,7 Seater,Leather Seats,Turbo",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8115588.jpg,The 2021 Subaru Model 2 is a family-friendly vehicle perfect for city driving.
V09114,Porsche,Model 10,2024,259603,"Parking Sensors,Power Tailgate,V8 Engine,Turbo,AWD,Android Auto",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5855153.jpg,The 2024 Porsche Model 10 is a family-friendly vehicle perfect for city driving.
V09115,Jaguar,Model 7,2024,65174,"Ventilated Seats,Leather Seats,Heated Seats,Eco Mode,AWD,Parking Sensors,Power Tailgate,V6 Engine,Air Suspension,Keyless Entry",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5250041.jpg,The 2024 Jaguar Model 7 is a family-friendly vehicle perfect for long trips.
V09116,Land Rover,Evoque,2020,311182,"Adaptive Cruise,Ambient Lighting,Panoramic Roof,Apple CarPlay,Navigation,Sunroof,7 Seater,Blind Spot Monitor,Sport Mode,360 Camera,4WD,LED Headlights",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3242820.jpg,The 2020 Land Rover Evoque is a luxury vehicle perfect for city driving.
V09117,Honda,Civic,2023,128986,"360 Camera,Leather Seats,Bluetooth,4WD,AWD,Wireless Charging",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7853475.jpg,The 2023 Honda Civic is a family-friendly vehicle perfect for off-road adventures.
V09118,Nissan,Altima,2020,97169,"Parking Sensors,Keyless Entry,Wireless Charging,360 Camera,Apple CarPlay,Lane Assist,AWD,Cruise Control,Bluetooth,7 Seater,LED Headlights",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5060396.jpg,The 2020 Nissan Altima is a luxury vehicle perfect for city driving.
V09119,Volvo,Model 9,2024,137244,"Parking Sensors,Blind Spot Monitor,Push Start,AWD,7 Seater,Sport Mode,Ventilated Seats,Automatic Parking,Sunroof,Heated Seats,Android Auto,Apple CarPlay,Leather Seats,Air Suspension,Bluetooth",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6862445.jpg,The 2024 Volvo Model 9 is a reliable vehicle perfect for off-road adventures.
V09120,Mercedes,C-Class,2025,346757,"Ambient Lighting,Rear Camera,Air Suspension,Lane Assist,Blind Spot Monitor,Navigation,Cruise Control,Automatic Parking,Parking Sensors,V8 Engine,Premium Sound,Hybrid,V6 Engine",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6125217.jpg,The 2025 Mercedes C-Class is a reliable vehicle perfect for city driving.
V09121,Chevrolet,Model 7,2023,187565,"Leather Seats,Keyless Entry,Turbo,Blind Spot Monitor,Air Suspension,Lane Assist,4WD,Automatic Parking,360 Camera,Cruise Control,Heated Seats,Adaptive Cruise",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8164512.jpg,The 2023 Chevrolet Model 7 is a luxury vehicle perfect for off-road adventures.
V09122,Mercedes,E-Class,2021,192073,"4WD,V6 Engine,Navigation,Hybrid,7 Seater,Ambient Lighting,Electric,Bluetooth,Sport Mode,Keyless Entry",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7098933.jpg,The 2021 Mercedes E-Class is a premium vehicle perfect for daily commute.
V09123,Honda,Odyssey,2020,143129,"V8 Engine,Rear Camera,Bluetooth,Turbo,Blind Spot Monitor,7 Seater,Premium Sound,Electric,Ambient Lighting,4WD,360 Camera,Apple CarPlay,Automatic Parking",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2018626.jpg,The 2020 Honda Odyssey is a premium vehicle perfect for daily commute.
V09124,Honda,Civic,2020,188534,"Lane Assist,Panoramic Roof,Push Start,Navigation,Sunroof,Adaptive Cruise,Hybrid,Ventilated Seats,360 Camera",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1964365.jpg,The 2020 Honda Civic is a luxury vehicle perfect for city driving.
V09125,Volvo,Model 1,2024,194659,"V6 Engine,AWD,Eco Mode,Adaptive Cruise,Apple CarPlay",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6203155.jpg,The 2024 Volvo Model 1 is a family-friendly vehicle perfect for off-road adventures.
